Stream,Stream_Type,dist.d,Site,Season,totind,Hshannon,Hsimpson,rich,J,rich.E,rich.P,rich.T,rich.C,rich.D,rich.less.E,rich.EPT,rich.T.less.H,pT.less.H,rich.EPT.less.H,pEPT.less.H,pEPT,pEPT.less.Cheum,pEPT.less.HBL,rich.PT,pE,rich.E.less.B,pE.less.B,pP,pP.less.Leuc,pP.less.Amph,pP.less.Allo,pP.less.LAA,pT,pPT.H,pChi,pD,pOligo,pChiO,p1dom,p2dom,p5dom,rich.SH,rich.CG,rich.SC,rich.SC.less.E,rich.CF,rich.PR,pSH,pCG,pSC,pSC.less.E,pCF,pPR,rich.Cling,pCling,rich.Burrow,pBurrow,rich.Sprawl,pSprawl,rich.Swimm,pSwimm,rich.INT,rich.TOL,pTOL,do.mgl,ph,temp.C,sc.uScm,ac.uScm,alkalinity.mgl,hardness.mgl,tn.mgl,tp.mgl,nh3.n.mgl,no2no3.n.mgl,ortho.po4.p.mgl,npoc.mgl,cl.mgl,so4.mgl,co3.mgl,hco3.mgl,na.mgl,mg.mgl,k.mgl,ca.mgl,li.ugl,al.ugl,ti.ugl,v.ugl,cr.ugl,fe.ugl,mn.ugl,co.ugl,ni.ugl,cu.ugl,zn.ugl,as.ugl,se.ugl,sr.ugl,mo.ugl,ag.ugl,cd.ugl,sn.ugl,ba.ugl,pb.ugl,u.ugl,ca.mg,so4.hco3,fines,largecobble,pebbles,smallcobble,pfines,ppebbles,psmallcobble,plargecobble,LCF,SCF,D10,D16,D25,D50,D75,D84,D90,D84to50,IQR,Hsimpson.y,avgwetwidth,avgdepth,avgembedd,avgbankstabL,avgbankstaR,avgriparianwidL,avgriparianwidR,avgvegprotecL,avgvegprotecR,avgcancov,avg.slope
LLW (MI),Mining Influenced 2,390,LLW5,Spring,204,1.840348728,0.749903883,18,0.636716963,2,5,2,2,6,16,9,1,0.490196078,8,59.31372549,63.23529412,63.23529412,49.01960784,7,1,0,0,57.8,48.5,18.1,55.4,6.4,4.4,58.3,27.9,34.3,0.5,28.43137255,19.6,33.8,66.2,6,4,2,2,2,4,58.3,29.4,2,2,6.4,3.9,10,27.9,3,28.9,3,42.2,2,1,8,1,2.45098,10.8,8.39,10.3,1362,982,190.8,782,0.33,0.005,0.005,0.21,0.005,1.25,1.14,652.43,0,232.75,8.44,100.3,7.32,148.29,9.1,3.16,0.03,0.02,0.11,0.285,1.14,0.12,1.27,0.66,12.75,0.001,1.75,2173.89,0.001,0.001,0.005,0.01,40.14,0.002,1.7,1.478464606,2.803136412,5,7,79,13,4.807692308,75.96153846,12.5,6.730769231,1.4,2.6,5.6,8,11,22.6,45,90,116.6,3.982300885,34,0.909763314,1.8,3.7,13.66666667,9,7.666666667,10,10,10,10,87.11666667,6.5
LLW (MI),Mining Influenced 2,0,LLW6,Spring,180,1.424693012,0.639382716,15,0.526095495,2,4,2,1,5,13,8,1,0.555555556,7,40,41.11111111,41.11111111,38.88888889,6,1.7,1,0.6,37.8,37.8,5,35.6,2.8,1.7,38.3,50,55.6,2.8,52.77777778,22.2,38.3,75,4,5,1,1,2,3,36.1,55.6,0.6,0.6,3.9,3.9,7,10,3,53.3,2,33.9,3,2.8,8,1,2.77778,10.4,8.39,11.2,1687,1245,273.4,1030.1,0.43,0.01,0.07,0.3,0.005,1.14,1.3,812.07,0,333.6,9.12,132.7,9.83,194.43,12.82,3.1,0.01,0.005,0.1,0.285,40.74,0.19,1.86,1,11.49,0.001,2.35,2680.76,0.001,0.001,0.005,0.01,32.54,0.002,2.46,1.465184627,2.43426259,0,11,64,27,0,62.74509804,26.47058824,10.78431373,Inf,Inf,11,11,22.6,45,90,128,174.8,2.844444444,67.4,0.899653979,1.333333333,4.026666667,11.33333333,0.666666667,0.333333333,10,10,10,10,87.71666667,16
ROL (MI),Mining Influenced 3,1500,ROL1,Spring,200,2.026924684,0.77045,22,0.655741458,5,7,2,3,3,17,14,1,1.5,13,77,84,84,35,9,4.5,3,3,71,30.5,48,68,4.5,8.5,72.5,3.5,4.5,5,8.5,20,34.5,67.5,5,6,5,4,2,4,67.5,12.5,7,6.5,8.5,4.5,13,63.5,4,9.5,1,23,4,4,15,0,0,11.3,9.28,9.1,516,359,90.2,227.1,0.28,0.01,0.005,0.1,0.005,0.91,1.15,186.95,0,110.07,17.12,23.62,2.13,52.09,NA,2.09,0.18,0.03,0.06,0.285,2.38,0.06,0.55,0.26,22.94,0.001,0.59,620.88,0.001,0.01,0.005,0.01,41.8,0.002,0.19,2.205334462,1.698464613,2,6,50,18,2.631578947,65.78947368,23.68421053,7.894736842,3,9,8,11,11,38.5,90,128,128,3.324675325,79,0.889542936,2.533333333,5.74,17,5.666666667,6.333333333,10,10,10,10,84.35,11.5
ROL (MI),Mining Influenced 3,1360,ROL2,Spring,192,1.850286458,0.712999132,24,0.5822074,6,6,4,3,3,18,16,3,2.083333333,15,83.85416667,88.54166667,88.54166667,33.85416667,10,5.2,4,2.6,76.6,29.2,53.1,72.4,1.6,6.8,78.6,0,2.1,3.6,3.645833333,20.8,35.9,70.3,4,4,7,4,2,7,75.5,6.2,8.3,5.7,5.2,4.7,16,68.2,3,4.7,2,24.5,3,2.6,16,0,0,10.7,8.04,10.4,620,448,86.3,293.7,0.19,0.005,0.005,0.1,0.005,0.91,1.39,255.5,0,105.26,15.14,31.87,2.4,65.2,5.21,2.13,0.13,0.02,0.05,0.285,0.52,0.06,0.64,0.3,22.6,0.001,0.075,610.51,0.001,0.001,0.005,0.01,41.83,0.002,0.24,2.045811108,2.42732282,2,7,61,17,2.298850575,70.11494253,19.54022989,8.045977011,3.5,8.5,5.6,8,11,32,90,128,128,4,79,0.912934337,3.266666667,4.393333333,16.33333333,6.333333333,6.666666667,10,10,10,10,86.35333333,3
ROL (MI),Mining Influenced 3,1160,ROL3,Spring,180,1.931142547,0.755802469,20,0.644631219,0,6,4,3,5,20,10,3,3.888888889,9,80,80.55555556,80.55555556,39.44444444,10,0,0,0,76.1,35.6,50,73.3,6.7,4.4,80,3.9,7.2,7.2,11.11111111,22.2,38.3,75,6,2,3,3,3,6,72.8,11.1,4.4,4.4,2.2,9.4,12,58.3,4,12.8,4,28.9,0,0,12,0,0,9.9,7.83,11.2,665,490,89.3,324.9,0.3,0.005,0.005,0.13,0.005,1.1,1.61,271.17,0,108.92,15.29,35.28,2.59,72.1,5.8,2.09,0.1,0.01,0.05,0.285,4.55,0.07,0.73,0.38,22.03,0.001,0.075,656.06,0.001,0.001,0.005,0.01,42.52,0.002,0.28,2.043650794,2.489625413,1,6,54,23,1.19047619,64.28571429,27.38095238,7.142857143,6,23,8,11,16,32,90,128,128,4,74,0.895408163,1.716666667,5.746666667,16.66666667,7.666666667,9.333333333,10,10,10,10,89.03,3.5
ROL (MI),Mining Influenced 3,765,ROL4,Spring,194,2.054415969,0.822244659,19,0.697727473,2,5,3,2,5,17,10,2,1.546391753,9,59.79381443,62.37113402,62.37113402,36.08247423,8,2.6,1,1.5,55.7,33,33.5,50.5,5.7,4.1,57.2,25.3,27.3,8.8,34.02061856,20.6,35.6,69.6,4,4,4,4,1,6,50.5,36.6,5.2,5.2,2.6,5.2,9,38.7,6,36.1,2,22.7,2,2.6,10,0,0,9.8,7.88,12.4,819,623,85.7,420.6,0.33,0.01,0.005,0.09,0.005,1.23,2.04,376.29,0,104.58,14.93,46.09,3.17,92.65,6.16,2.15,0.06,0.03,0.08,0.285,1.08,0.09,0.98,0.49,19.25,0.001,0.075,735.18,0.001,0.001,0.005,0.01,45.14,0.002,0.35,2.01019744,3.598106713,4,6,64,14,4.545454545,72.72727273,15.90909091,6.818181818,1.5,3.5,5.6,8,10.25,27.3,64,128,128,4.688644689,53.75,0.903409091,1.5,3.146666667,15,8.333333333,8,10,10,10,10,79.55,6.5
ROL (MI),Mining Influenced 3,455,ROL5,Spring,193,1.629069148,0.730650487,12,0.655585653,0,5,1,1,4,12,6,0,0,5,62.69430052,66.32124352,66.32124352,18.65284974,6,0,0,0,62.7,18.7,47.7,60.6,1.6,3.6,62.7,19.7,21.2,10.9,30.56994819,20.7,35.8,69.9,4,2,2,2,1,3,61.7,30.6,2.6,2.6,3.6,1.6,6,52.8,4,31.6,2,15.5,0,0,6,0,0,9.8,8.06,14.2,954,759,82,515.4,0.32,0.005,0.005,0.11,0.005,1.21,2.39,459.19,0,100.09,15.21,56.95,3.72,112.77,7.13,2.71,0.09,0.05,0.11,0.285,1.08,0.1,1.08,0.55,23.21,0.001,0.6,825.71,0.001,0.001,0.005,0.01,42.06,0.002,0.44,1.980158033,4.587771006,5,5,56,18,5.952380952,66.66666667,21.42857143,5.952380952,1,3.6,4,8,11,22.6,90,128,128,5.663716814,79,0.905612245,0.693333333,2.026666667,12.33333333,5.666666667,6.333333333,10,10,10,10,68.37666667,6.33
ROL (MI),Mining Influenced 3,205,ROL6,Spring,226,1.45465823,0.676012217,13,0.567129416,0,6,2,1,3,13,8,1,0.442477876,7,76.54867257,78.31858407,78.31858407,27.43362832,8,0,0,0,76.1,27,55.3,74.3,4.4,2.2,76.5,19.5,20.8,0,19.46902655,17.7,30.5,59.7,4,1,2,2,1,5,72.1,19.5,2.7,2.7,1.8,4,8,58,3,20.4,2,21.7,0,0,7,0,0,8.4,7.95,13.8,1244,978,92.7,730.6,0.57,0.01,0.04,0.3,0.005,1.51,4.15,646.95,0,113.12,8.95,82.9,4.84,156.28,3.61,2.49,0.02,0.04,0.13,0.285,4.22,0.14,1.63,0.8,21.34,0.001,1.78,789.5,0.001,0.001,0.01,0.01,41.94,0.002,0.91,1.885162847,5.719147808,4,8,46,7,6.153846154,70.76923077,10.76923077,12.30769231,2,1.75,4.64,8,11,32,64,128,180,4,53,0.911242604,0.866666667,1.446666667,10,8.333333333,7,10,10,10,10,78.33333333,10.25
ROL (MI),Mining Influenced 3,0,ROL7,Spring,216,1.367961543,0.670610425,10,0.59409815,0,6,3,0,1,10,9,2,1.851851852,8,81.01851852,81.94444444,81.94444444,32.40740741,9,0,0,0,79.2,30.6,55.1,74.5,1.9,2.8,81,18.1,18.1,0,18.05555556,18.5,31.9,62.5,3,1,1,1,1,4,77.3,18.1,0.5,0.5,0.9,3.2,8,57.9,1,18.1,1,24.1,0,0,7,0,0,10.8,7.93,10.5,1505,1089,132.1,953.2,0.73,0.005,0.03,0.53,0.005,1.35,5.19,783.57,0,161.19,10.79,105.67,5.45,207.96,4.76,1.97,0.08,0.02,0.15,0.285,8.35,0.18,2.43,0.88,25.36,0.001,2.56,1059.04,0.001,0.001,0.01,0.01,28.25,0.002,1.42,1.968013627,4.86115764,7,2,59,7,9.333333333,78.66666667,9.333333333,2.666666667,0.285714286,1,4,4,8,16,38.5,55.07,90,3.441875,30.5,0.906311111,0.866666667,1.02,9.666666667,7.333333333,5.666666667,10,10,10,10,84.76,14.5
SPC (MI),Mining Influenced 4,2556,SPC1,Spring,227,2.295106649,0.848415455,22,0.742502468,6,6,4,1,4,16,16,2,5.286343612,14,62.11453744,66.96035242,66.07929515,39.20704846,10,18.9,4,11,37.9,22.9,17.6,36.6,1.3,10.1,43.2,27.3,29.1,2.6,29.95594714,17.6,30.4,59.5,6,5,3,1,4,4,37.9,44.5,2.6,1.3,8.8,6.2,14,40.5,3,30.4,3,21.1,2,7.9,13,1,0.88106,12.5,8.27,6.6,379,247,104.7,125.2,0.12,0.005,0.005,0.03,0.005,1.02,4.21,89.01,0,127.78,30.83,11.32,1.61,31.51,16.85,3.7,0.04,0.02,0.05,0.285,7.27,0.06,1.07,0.15,7.28,0.001,0.075,342.82,0.001,0.001,0.005,0.01,43.63,0.002,0.09,2.783568905,0.696587885,8,15,42,28,8.602150538,45.16129032,30.10752688,16.12903226,1.875,3.5,2.8,8,11,64,128,166.48,180,2.60125,117,0.893976182,2.333333333,6.76,10.66666667,6,7,9,9,9,9,76.47666667,3.5
SPC (MI),Mining Influenced 4,2167,SPC2,Spring,216,2.154430623,0.830589849,21,0.707641565,7,4,4,1,3,14,15,1,1.388888889,12,49.53703704,51.38888889,50.46296296,22.68518519,8,16.7,4,6.9,31.5,14.4,18.1,31,0.5,3.2,32.9,30.1,31,16.2,46.2962963,18.5,31.9,62.5,4,5,4,1,3,5,31.5,56.5,6,0.9,1.9,4.2,15,32.9,2,46.3,2,13.9,2,6.9,12,0,0,12.7,8.42,7.5,396,264,106.5,129.9,0.17,0.02,0.005,0.03,0.01,1.02,4.47,96.66,0,129.98,31.02,11.74,1.69,32.69,19.16,3.63,0.17,0.06,0.05,0.285,32.63,0.1,1.28,0.17,16.89,0.001,0.075,364.8,0.001,0.01,0.005,0.01,41.51,0.002,0.11,2.784497445,0.74365287,7,9,45,30,7.692307692,49.45054945,32.96703297,9.89010989,1.285714286,4.285714286,2.8,5.6,9.5,64,128,128,128,2,118.5,0.896510083,3.95,5.12,11,3,10,6.333333333,10,8.666666667,10,74.68666667,3
SPC (MI),Mining Influenced 4,1793,SPC3,Spring,210,2.38333021,0.857369615,24,0.749933871,6,8,4,1,3,18,18,3,4.761904762,17,76.19047619,77.61904762,76.19047619,35.71428571,12,23.8,4,10.5,47.6,20.5,32.4,45.7,3.3,6.2,52.4,17.6,19,0.5,18.0952381,19,32.9,64.3,4,5,4,2,4,6,44.8,34.3,7.6,2.9,4.3,8.6,18,52.9,2,18.1,1,15.2,2,13.3,16,1,0.95238,12.7,8.37,7.6,399,267,91.2,148.4,0.25,0.005,0.005,0.07,0.005,0.99,4.77,113.78,0,111.31,23.54,13.64,1.86,37,20.81,3.91,0.15,0.03,0.04,15.77,44.33,0.14,1.91,0.24,24.42,0.001,0.075,419.71,0.001,0.001,0.01,0.01,35.97,0.002,0.12,2.712609971,1.022190279,5,10,64,25,4.807692308,61.53846154,24.03846154,9.615384615,2,5,3.16,6.752,11,64,90,128,128,2,79,0.905695266,3.683333333,3.706666667,13.66666667,3.666666667,6,8.333333333,6,10,9.666666667,90.99,1.25
SPC (MI),Mining Influenced 4,1294,SPC4,Spring,199,2.613986959,0.896492513,25,0.812080708,9,6,3,3,1,16,18,2,3.51758794,17,72.86432161,73.36683417,73.36683417,37.68844221,9,29.1,6,12.6,40.2,21.6,24.1,38.2,3.5,4,43.7,14.1,14.1,5.5,19.59798995,20.1,34.7,67.8,5,7,6,3,3,4,37.7,38.7,13.6,5.5,4,6,16,45.7,3,20.6,2,16.6,4,17.1,17,0,0,11.3,8.24,11.7,433,324,96.7,162.6,0.38,0.005,0.005,0.09,0.005,1.05,5.13,129.74,0,118,24.77,15.12,2.03,40.25,26,6.78,0.1,0.02,0.04,12.71,68.38,0.19,2.54,0.25,16.6,0.001,0.075,496.42,0.001,0.001,0.01,0.01,37.63,0.002,0.13,2.662037037,1.099491525,10,13,59,33,8.695652174,51.30434783,28.69565217,11.30434783,1.3,3.3,2.8,8,16,45,128,128,180,2.844444444,112,0.896786389,2.633333333,3.486666667,12.66666667,5.666666667,4.666666667,7,5.333333333,9.666666667,9.666666667,71.48666667,1.75
SPC (MI),Mining Influenced 4,925,SPC5,Spring,210,2.686599172,0.893786848,29,0.797850652,6,9,8,1,4,23,23,5,6.666666667,20,81.42857143,83.80952381,82.85714286,47.14285714,17,25.7,4,13.3,49,27.1,31.4,47.6,8.1,9,55.7,8.6,12.9,0.5,9.047619048,19,32.9,64.3,7,5,3,1,7,7,45.2,22.4,13.8,2.9,9.5,9,20,56.7,3,10.5,4,20.5,2,12.4,18,1,2.38095,10.4,8.08,12.3,444,337,88.7,173.5,0.24,0.005,0.005,0.11,0.005,1.1,5.41,139.48,0,108.17,24.62,16.36,2.22,42.57,29.47,10.64,0.13,0.03,0.05,36.4,45.5,0.19,3.22,0.3,18.52,0.001,0.075,540.23,0.001,0.001,0.01,0.01,37.82,0.002,0.15,2.60207824,1.289451789,5,18,67,33,4.06504065,54.47154472,26.82926829,14.63414634,3.6,6.6,5.6,9.56,16,64,128,128,180,2,112,0.89999339,2.1,4.966666667,16.66666667,8.666666667,8.333333333,9,10,10,10,85.58333333,2.25
SPC (MI),Mining Influenced 4,525,SPC6,Spring,211,2.732107319,0.894499225,31,0.795607891,8,8,6,4,4,23,22,4,9.004739336,20,83.88625592,85.78199052,85.30805687,56.87203791,14,25.1,6,19.4,49.8,28.4,30.8,48.8,8.5,10.9,58.8,2.4,4.7,0,2.369668246,19,32.7,64,5,5,8,4,5,8,42.2,12.3,23.7,9,7.6,14.2,22,69.7,3,3.3,3,20.9,3,6.2,20,0,0,10.2,8.08,12.3,440,334,86.4,173.4,0.27,0.005,0.005,0.13,0.005,0.89,5.63,143.39,0,105.41,25.74,16.77,2.21,41.85,32.4,11.37,0.1,0.03,0.06,14.93,44.21,0.3,4.79,0.28,22.78,0.001,0.075,562.21,0.001,0.001,0.02,0.01,35.29,0.002,0.15,2.495527728,1.360307371,5,15,55,30,4.761904762,52.38095238,28.57142857,14.28571429,3,6,8,11,22.6,64,128,128,180,2,105.4,0.893968254,1.716666667,4.546666667,11.66666667,2,4.333333333,10,9,10,9,88.56333333,4.25
SPC (MI),Mining Influenced 4,150,SPC7,Spring,203,3.065922139,0.921497731,39,0.836869264,10,8,8,4,6,29,26,5,6.896551724,23,64.03940887,70.93596059,66.99507389,36.94581281,16,23.6,9,18.2,33.5,11.8,28.1,32.5,5.4,13.8,40.4,8.9,14.3,1,9.852216749,19.7,34,66.5,6,5,11,6,6,11,30,22.7,21.2,12.3,10.8,15.3,26,70.9,6,13.3,3,8.9,4,6.9,25,0,0,10.7,7.96,11,403,296,91.6,147.9,0.28,0.005,0.005,0.16,0.005,0.98,5.12,114.27,0,111.8,25.95,13.9,1.99,36.38,24.82,3.42,0.15,0.03,0.05,41.43,26.19,0.11,1.03,0.31,73.43,0.001,0.075,495.49,0.001,0.001,0.01,0.01,36.56,0.002,0.16,2.617266187,1.022093023,8,12,63,22,7.619047619,60,20.95238095,11.42857143,1.5,2.75,2.8,5.6,8,32,90,128,180,4,82,0.917913832,1.65,2.566666667,10.33333333,6.666666667,6,7,7.666666667,9.666666667,9,82.18,2.25
SPC (MI),Mining Influenced 4,0,SPC8,Spring,196,2.611881503,0.882444815,30,0.767929999,8,9,6,2,3,22,23,3,2.551020408,20,82.14285714,84.18367347,83.67346939,52.04081633,15,33.2,6,29.6,46.4,19.9,37.8,46.4,11.2,4.6,49,3.6,4.6,0,3.571428571,20.4,35.2,68.9,3,5,6,3,5,11,35.7,16.3,32.1,13.3,4.1,11.7,20,80.6,3,4.6,3,9.7,4,5.1,22,0,0,10.6,7.74,10.5,427,309,98.5,160.7,0.28,0.01,0.005,0.18,0.005,0.95,5.59,127.36,0,120.19,29.97,15.36,2.05,39.1,29.77,1.6,0.11,0.03,0.06,26.37,51.09,0.15,1.23,0.21,15.35,0.001,0.075,553.07,0.001,0.001,0.005,0.01,36.96,0.002,0.17,2.545572917,1.059655545,9,1,107,11,7.03125,83.59375,8.59375,0.78125,0.111111111,1.222222222,8,11,20.95,32,45,64,64,2,24.05,0.868408203,2,2.38,12.33333333,8.666666667,7.666666667,10,4.333333333,10,9,89.09,0.5
